,FullCV_01_idx,FullCV_01_flag,FullCV_02_idx,FullCV_02_flag,FullCV_03_idx,FullCV_03_flag,FullCV_04_idx,FullCV_04_flag,FullCV_05_idx,FullCV_05_flag,FullCV_06_idx,FullCV_06_flag,FullCV_07_idx,FullCV_07_flag,FullCV_08_idx,FullCV_08_flag,FullCV_09_idx,FullCV_09_flag,FullCV_10_idx,FullCV_10_flag
279,279,train,3930,test,2744,train,1277,train,1913,train,1453,train,1210,train,3648,test,2842,test,3712,test
280,280,train,3509,test,1878,train,2067,train,3544,test,1205,train,1397,train,3597,test,356,train,2787,test
281,281,train,1986,train,1915,train,2661,train,976,train,2003,train,2712,train,398,train,2159,train,2333,train
282,282,train,3477,test,2977,test,936,train,1723,train,2594,train,1075,train,2909,test,1327,train,2578,train
283,283,train,3748,test,1760,train,475,train,2684,train,3245,test,445,train,3331,test,613,train,3757,test
284,284,train,428,train,2997,test,3426,test,3790,test,3873,test,913,train,3517,test,3592,test,1145,train
285,285,train,1161,train,3848,test,3205,test,2102,train,3766,test,3045,test,654,train,1533,train,426,train
286,286,train,3591,test,1830,train,191,train,2235,train,1802,train,3744,test,1931,train,2363,train,1204,train
287,287,train,3892,test,3077,test,3939,test,1030,train,3708,test,3586,test,988,train,1955,train,2422,train
288,288,train,2779,test,3213,test,2966,test,2668,train,787,train,1011,train,1431,train,1745,train,3505,test
289,289,train,951,train,1100,train,919,train,2155,train,3180,test,1140,train,2127,train,448,train,3147,test
290,290,train,403,train,699,train,929,train,1250,train,2259,train,675,train,511,train,2642,train,1500,train
291,291,train,91,train,2545,train,1536,train,1462,train,2257,train,3648,test,537,train,1126,train,2489,train
292,292,train,703,train,3013,test,1992,train,804,train,2952,test,1409,train,3231,test,3743,test,2415,train
293,293,train,3891,test,1813,train,2584,train,1736,train,2942,test,773,train,1609,train,1203,train,403,train
294,294,train,300,train,1258,train,3346,test,3604,test,1742,train,497,train,3909,test,2689,train,965,train
295,295,train,152,train,3115,test,720,train,3937,test,1667,train,207,train,3201,test,1688,train,2896,test
296,296,train,201,train,1809,train,2434,train,2348,train,717,train,3904,test,3713,test,389,train,1607,train
297,297,train,2172,train,1050,train,3270,test,2780,test,1163,train,1836,train,2797,test,1529,train,330,train
298,298,train,1939,train,2284,train,2371,train,1791,train,2247,train,122,train,819,train,3410,test,3168,test
299,299,train,243,train,2830,test,3063,test,1875,train,3884,test,2683,train,2474,train,100,train,2846,test
300,300,train,3319,test,1084,train,1564,train,766,train,143,train,3943,test,794,train,2333,train,1034,train
301,301,train,3681,test,2876,test,2034,train,583,train,1956,train,2963,test,1888,train,557,train,3888,test
302,302,train,2793,test,873,train,2166,train,3240,test,1824,train,3330,test,387,train,2675,train,367,train
303,303,train,3750,test,2442,train,2457,train,37,train,2208,train,2404,train,3016,test,281,train,1069,train
304,304,train,1524,train,3656,test,3595,test,831,train,580,train,3560,test,3788,test,495,train,1686,train
305,305,train,604,train,3636,test,255,train,1295,train,577,train,3628,test,3151,test,855,train,1660,train
306,306,train,1247,train,1635,train,1772,train,2722,train,509,train,1769,train,2562,train,2885,test,1194,train
307,307,train,200,train,1449,train,3517,test,1966,train,2729,train,2428,train,2403,train,1268,train,2959,test
308,308,train,3070,test,435,train,1624,train,860,train,3580,test,1308,train,2009,train,909,train,2828,test
309,309,train,1642,train,2343,train,2046,train,707,train,2122,train,572,train,566,train,3272,test,1768,train
310,310,train,574,train,49,train,1560,train,3110,test,3900,test,109,train,1176,train,2734,train,1914,train
311,311,train,3196,test,3290,test,2314,train,3639,test,3353,test,1349,train,3935,test,201,train,2062,train
312,312,train,27,train,2107,train,165,train,1555,train,1267,train,1086,train,1496,train,2024,train,3253,test
313,313,train,2763,train,2663,train,3467,test,2139,train,2146,train,2769,test,2268,train,3160,test,3191,test
314,314,train,1535,train,482,train,3663,test,1802,train,329,train,1568,train,2463,train,2225,train,3294,test
315,315,train,2572,train,3138,test,2313,train,2665,train,1645,train,613,train,1167,train,2471,train,1920,train
316,316,train,62,train,743,train,3187,test,3915,test,1150,train,1204,train,1093,train,3899,test,2291,train
317,317,train,3392,test,885,train,1357,train,334,train,591,train,1290,train,494,train,1751,train,2594,train
318,318,train,1891,train,640,train,434,train,1335,train,3110,test,1069,train,3040,test,825,train,2246,train
319,319,train,2168,train,3190,test,3318,test,2929,test,1656,train,2062,train,2099,train,3057,test,2584,train
320,320,train,621,train,3631,test,3150,test,602,train,2133,train,786,train,3534,test,619,train,3383,test
321,321,train,1276,train,2593,train,3244,test,3923,test,2483,train,3611,test,1638,train,1257,train,525,train
322,322,train,1218,train,3329,test,2129,train,3647,test,2918,test,2988,test,1123,train,961,train,146,train
323,323,train,3882,test,2439,train,2925,test,1210,train,2637,train,3471,test,736,train,1511,train,860,train
324,324,train,922,train,1345,train,2079,train,985,train,1223,train,627,train,899,train,2756,train,1633,train
325,325,train,2629,train,151,train,3025,test,1296,train,3719,test,2355,train,3357,test,3233,test,3015,test
326,326,train,3266,test,3361,test,2365,train,2521,train,1180,train,2962,test,3590,test,661,train,1400,train
327,327,train,1762,train,2867,test,3497,test,3827,test,1351,train,3814,test,93,train,2849,test,1574,train
328,328,train,507,train,472,train,337,train,615,train,3449,test,2224,train,938,train,944,train,2356,train
329,329,train,984,train,1917,train,3387,test,412,train,1408,train,2606,train,3600,test,2668,train,2057,train
330,330,train,3251,test,3934,test,3061,test,476,train,63,train,1236,train,2744,train,322,train,2548,train
331,331,train,1969,train,3667,test,427,train,1738,train,3294,test,1818,train,1451,train,2922,test,3078,test
332,332,train,613,train,2430,train,80,train,3045,test,608,train,46,train,935,train,3497,test,2857,test
333,333,train,2150,train,1017,train,3129,test,3456,test,1465,train,406,train,2505,train,1178,train,3582,test
334,334,train,2308,train,3632,test,943,train,3375,test,3593,test,647,train,186,train,1656,train,750,train
335,335,train,1160,train,1748,train,862,train,179,train,138,train,1243,train,1069,train,693,train,2442,train
336,336,train,2386,train,1146,train,2472,train,1790,train,425,train,3360,test,885,train,302,train,1097,train
337,337,train,751,train,1134,train,2336,train,78,train,3360,test,2217,train,3442,test,1534,train,2836,test
338,338,train,3529,test,284,train,1807,train,1401,train,1542,train,3041,test,3826,test,635,train,121,train
339,339,train,2858,test,3486,test,2683,train,1367,train,3741,test,3139,test,1030,train,2776,test,2750,train
340,340,train,562,train,3359,test,562,train,494,train,2612,train,2232,train,1890,train,142,train,3908,test
341,341,train,3372,test,2674,train,3522,test,3546,test,160,train,2847,test,5,train,2978,test,3386,test
342,342,train,2672,train,2364,train,3076,test,642,train,3104,test,1134,train,849,train,782,train,2819,test
343,343,train,2456,train,3363,test,894,train,1328,train,324,train,633,train,3539,test,2638,train,2824,test
344,344,train,1960,train,2638,train,680,train,1588,train,603,train,3520,test,987,train,3253,test,3176,test
345,345,train,2363,train,1014,train,2714,train,3574,test,92,train,855,train,1716,train,3197,test,3521,test
346,346,train,3116,test,2544,train,1398,train,25,train,1572,train,206,train,2319,train,1694,train,2183,train
347,347,train,993,train,2408,train,1278,train,459,train,3275,test,271,train,860,train,504,train,1618,train
348,348,train,390,train,574,train,384,train,1817,train,1674,train,3768,test,393,train,1522,train,317,train
349,349,train,539,train,3890,test,3938,test,112,train,2351,train,1412,train,3066,test,516,train,340,train
350,350,train,1991,train,2991,test,2440,train,44,train,2238,train,1512,train,2875,test,1214,train,736,train
351,351,train,2361,train,3812,test,254,train,181,train,3472,test,2734,train,508,train,663,train,2901,test
352,352,train,1048,train,2160,train,3733,test,913,train,3833,test,3165,test,3949,test,3778,test,1517,train
353,353,train,790,train,2293,train,3588,test,1705,train,3094,test,1726,train,2472,train,3359,test,2779,test
354,354,train,1350,train,2076,train,2823,test,65,train,2746,train,1395,train,3115,test,1139,train,3074,test
355,355,train,2634,train,2877,test,2706,train,21,train,1570,train,3884,test,3952,test,1880,train,1902,train
356,356,train,1475,train,2075,train,1380,train,3283,test,526,train,3854,test,1086,train,858,train,306,train
357,357,train,2727,train,759,train,1506,train,2767,train,822,train,1359,train,2086,train,50,train,176,train
358,358,train,980,train,2144,train,2544,train,1036,train,3276,test,1122,train,3954,test,2969,test,1257,train
359,359,train,3423,test,2763,train,3614,test,3025,test,2848,test,3420,test,1251,train,2803,test,1794,train
360,360,train,3931,test,3460,test,2315,train,1442,train,3437,test,2719,train,2936,test,3293,test,2678,train
361,361,train,3476,test,3713,test,2297,train,1334,train,298,train,511,train,3783,test,3721,test,2271,train
362,362,train,1706,train,2023,train,3567,test,297,train,3181,test,670,train,469,train,1800,train,794,train
363,363,train,506,train,2024,train,2390,train,1893,train,1725,train,2732,train,858,train,2494,train,3590,test
364,364,train,1723,train,1301,train,288,train,2955,test,2295,train,1929,train,3670,test,404,train,1465,train
365,365,train,3326,test,3949,test,57,train,2247,train,779,train,1307,train,123,train,146,train,2300,train
366,366,train,1890,train,1525,train,226,train,758,train,3049,test,1098,train,1980,train,2851,test,2200,train
367,367,train,1858,train,2511,train,1110,train,2097,train,1881,train,1059,train,795,train,1868,train,3018,test
368,368,train,2876,test,1639,train,3259,test,3661,test,3059,test,3874,test,700,train,2438,train,3676,test
369,369,train,1207,train,3747,test,1593,train,3147,test,699,train,2590,train,1894,train,452,train,369,train
370,370,train,56,train,3032,test,3461,test,1977,train,1310,train,3109,test,1846,train,75,train,895,train
371,371,train,546,train,1218,train,1809,train,1967,train,2131,train,2675,train,195,train,1187,train,541,train
372,372,train,1097,train,487,train,2476,train,1082,train,1979,train,2822,test,1596,train,2080,train,1098,train
373,373,train,2784,test,186,train,1379,train,3800,test,2934,test,2357,train,1488,train,15,train,3346,test
374,374,train,245,train,2665,train,352,train,919,train,3796,test,304,train,2946,test,3069,test,1638,train
375,375,train,2641,train,1004,train,1975,train,2659,train,1003,train,686,train,114,train,990,train,3288,test
376,376,train,1834,train,1186,train,1891,train,467,train,214,train,1447,train,1334,train,3096,test,713,train
377,377,train,816,train,3341,test,2299,train,1693,train,354,train,838,train,3336,test,1315,train,914,train
378,378,train,2271,train,2172,train,3226,test,1175,train,2756,train,826,train,3327,test,174,train,2763,train
379,379,train,1384,train,3481,test,576,train,239,train,837,train,2099,train,159,train,3170,test,301,train
380,380,train,3893,test,2067,train,866,train,867,train,2211,train,3014,test,2620,train,3650,test,3778,test
381,381,train,2577,train,2725,train,766,train,590,train,2645,train,1362,train,3884,test,2052,train,138,train
382,382,train,3657,test,3948,test,1601,train,1720,train,1781,train,2310,train,3444,test,3205,test,1809,train
383,383,train,3793,test,2037,train,983,train,2761,train,2137,train,2444,train,3054,test,877,train,3158,test
384,384,train,2187,train,3749,test,3080,test,2060,train,3633,test,3707,test,1265,train,3423,test,1791,train
385,385,train,1294,train,1861,train,584,train,2290,train,431,train,935,train,1421,train,3235,test,168,train
386,386,train,2690,train,2504,train,931,train,2500,train,2680,train,1405,train,2402,train,2221,train,880,train
387,387,train,3762,test,1740,train,2581,train,1400,train,1450,train,295,train,713,train,805,train,2985,test
388,388,train,58,train,2207,train,2113,train,1780,train,1161,train,2915,test,1335,train,3379,test,581,train
389,389,train,1584,train,3141,test,2542,train,2420,train,2675,train,1263,train,1929,train,1798,train,775,train
390,390,train,2465,train,3143,test,379,train,249,train,628,train,1281,train,2765,train,3947,test,2973,test
391,391,train,3701,test,2880,test,1487,train,921,train,3224,test,381,train,1461,train,3095,test,1975,train
392,392,train,890,train,3099,test,2780,test,1478,train,2314,train,2278,train,1652,train,3508,test,2083,train
393,393,train,477,train,2336,train,173,train,2632,train,880,train,1420,train,385,train,233,train,371,train
394,394,train,2352,train,2481,train,952,train,2433,train,2950,test,2433,train,3118,test,140,train,1642,train
395,395,train,602,train,3876,test,2489,train,2838,test,1491,train,334,train,3324,test,2464,train,638,train
396,396,train,1101,train,2201,train,2213,train,2996,test,946,train,761,train,1720,train,1190,train,2414,train
397,397,train,1923,train,184,train,2817,test,3051,test,3420,test,545,train,3445,test,3218,test,1752,train
398,398,train,802,train,3768,test,360,train,1406,train,331,train,3463,test,1487,train,217,train,2113,train
399,399,train,2323,train,908,train,2960,test,739,train,733,train,757,train,3155,test,2809,test,1302,train
400,400,train,1474,train,507,train,1667,train,3612,test,3488,test,569,train,3536,test,2282,train,3099,test
401,401,train,3861,test,3303,test,1713,train,2854,test,1157,train,84,train,1655,train,2401,train,1350,train
402,402,train,1679,train,971,train,1065,train,3296,test,1158,train,578,train,1432,train,2701,train,690,train
403,403,train,2909,test,897,train,3322,test,938,train,1151,train,648,train,1398,train,1595,train,1191,train
404,404,train,734,train,1888,train,2239,train,3291,test,3320,test,429,train,219,train,2811,test,3941,test
405,405,train,1162,train,3188,test,2276,train,2258,train,2001,train,3700,test,3279,test,155,train,2482,train
406,406,train,738,train,1095,train,2478,train,2988,test,165,train,3626,test,1679,train,1886,train,2131,train
407,407,train,767,train,3407,test,2721,train,205,train,70,train,3750,test,911,train,3219,test,1663,train
408,408,train,3062,test,2017,train,2128,train,3506,test,2696,train,3097,test,3211,test,2569,train,2120,train
409,409,train,1793,train,2857,test,3835,test,2012,train,223,train,86,train,855,train,1640,train,1591,train
410,410,train,2997,test,983,train,3092,test,15,train,3292,test,1259,train,8,train,57,train,611,train
411,411,train,3584,test,2831,test,2971,test,652,train,3603,test,3015,test,3376,test,1892,train,423,train
412,412,train,2626,train,3157,test,2083,train,2004,train,3693,test,751,train,3318,test,3432,test,640,train
413,413,train,133,train,2131,train,2613,train,3538,test,3318,test,1971,train,3092,test,849,train,3254,test
414,414,train,2757,train,684,train,1436,train,2724,train,452,train,2664,train,1530,train,1144,train,1741,train
415,415,train,3179,test,2341,train,1124,train,496,train,2486,train,1082,train,2506,train,1875,train,25,train
416,416,train,177,train,3824,test,1066,train,2476,train,1412,train,905,train,1562,train,3130,test,3685,test
